Date received,Consumer complaint narrative,Company,Product,Sub-product,Issue,Company public response,State,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID,City
4-25-2019,"This is in response to CF PB Claim Number   XXXX .     In the original CFPB claim  XXXX , I stated I did not owe any debt and that I wanted to contest. I said I had aske  d Transworld for an itemized invoice but they did not provide one.
It seems Transworld responded by sending another invoice that IS NOT itemized. I will not pay an invoice that is not itemized, especially if I have never done business with Transworld or the debt they are allegedly trying to collect in the place of    XXXX . I have not used  XXXX  in recent memory.",Union bank,Bank account or service,Checking account,Using a debit or ATM card,None,Bihar,Web,04-27-2019,Closed with explanation,Yes,No,2385707,Patna
3-20-2019,"Repeated phones calls from XXXX ( Penn Credit, according to internet search ) about unknown person. Nobody at our number ( XXXX ) has any debt and we are on the Do Not Call List. The robo-call leaves a message to call XXXX about XXXX (? ) XXXX (? ) a name we have no knowledge of. The company calls late at night, early in the morning and on weekends.",Bank Of baroda,Bank account or service,Checking account,Using a debit or ATM card,None,Maharashtra,Web,03-20-2019,Closed with explanation,Yes,No,1241315,Pune
4-20-2019,While I closed out my account a few weeks ago in regards to a late fee that was accessed to my account due to the automatic payments not coming out. I noticed that there was a charge to my account that I did not authorize. When I contacted the company I was advised that I agree to the charge. However I did not agree. The charge is fraudulent and I would like this company reprimanded.,Fino payment bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Telangana,Referral,04-21-2019,Closed without relief,Yes,No,44573,Karim nagar
5-24-2019,"My loan is in default, I have been trying to establish an Income based repayment plan with Delta Collection Agency @ XXXX. I 'm frustrated by their delaying tactics. I have sent in all requested documents even three years of tax returns, reference letters, Hardship letter yet every time I call something is missing, even though a supervisor told me yesterday everything was their. I have the opportunity to restart school but need my XXXX in place first.",Federal bank,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",None,Maharashtra,Web,05-24-2019,Closed with explanation,Yes,No,2420543,Nashik
7-14-2019,XXXX XXXX XXXX XXXX reported around 6 late payments while all my payments and current and no late since they approved my loan Modification. I have documents showing my loan commencement with XXXX XXXX XXXX XXXX. My first modified payment began XXXX/XXXX/2014 and others payments required by XXXX XXXX XXXX XXXX were done onXX/XX/XXXX/XX/XX/XXXX XX/XX/XXXX XX/XX/XXXX and XX/XX/2014 in the amount of {$1400.00} each month and on time,South Indian bank,Bank account or service,Checking account,Deposits and withdrawals,None,Goa,Web,07-16-2019,Closed with non-monetary relief,Yes,No,2425948,Panaji
4-21-2019,"I have XXXX violations from Ocwen Loan Servicing, first is a violation of the FDCPA in over contacting me ( 5 times in a 7 day period ) and I have been lied to when requesting to be able to pay my own homeoweners insurance and removing it from my escrow payment. 
Third, I have been viloated in my privacy under Graham Leach Bliley Act, when Ocwen without my permission contacted my insurance company and conducted business without my expressed written or verbal consent",IndusIand Bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Bihar,Phone,04-21-2019,Closed with monetary relief,Yes,No,2402012,Patna
6-22-2019,I have tried multiple times to contact USAA to have them remove an account that shows a balance of {$550.00}. What happened was I lost my card and I guess when that happens they open a new account. So I have this random account that is 50 % of the limit that is hurting my credit and showing a payment is due. I have disputed the item twice with all three bureau. It looks like XXXX removed it but it is still showing on both XXXX and XXXX. This has been going on for over a year. I figured I should submit a complaint because I need this fixed.,Nagpur nagarik bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Karnataka,Web,06-23-2019,Closed with explanation,Yes,No,2401142,Bangalore
1-14-2019,"This has been an on going problem for over a year. I received a call from a XXXX XXXX who claims to represents Allied Interstate XXXX XXXX his contact number is XXXX XXXX XXXX. XXXX is trying to allegedly collect a out of state family members, debt that I have no knowledge of nor am I cosigner for this family member who I have no contact with. The phone calls are continuously coming at all time of the day and night.",Saraswat bank,Bank account or service,Savings account,"Account opening, closing, or management",Company chooses not to provide a public response,Uttar Pradesh,Referral,01-15-2019,Closed with explanation,Yes,No,1597623,Lucknow
4-21-2019,"We modified our Home Equity Line with Chase in XXXX XXXX. They advised us on a number of occasions that we are in default. We feel Chase has been harassing us. On XXXX XXXX, XXXX, they sent us a letter saying that they are attempting to collect a debt. Worse, they over billed us on the monthly amortization beyond the fixed rate of 2 % for 5 years. Records show that we are current in our mortgage payments.",Axis bank LTD,Bank account or service,Checking account,"Account opening, closing, or management",None,Andra pradesh,Web,04-23-2019,Closed with explanation,Yes,No,653842,Vijaywada
9-30-2019,Ditech Financial LLC is trying to collect an account that have already taken care by the bank on mortgage that was a predatory loan and violated my rights for refinance and my home was foreclosure. Company calls me with threats if this amount not paid they 're going to take illegal action and putting false information on my credit report.,Paytm payments bank,Bank account or service,Checking account,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Uttar Pradesh,Referral,10-01-2019,Closed with explanation,Yes,Yes,2231179,Lucknow
3-25-2019,I accidently made two mortgage payments in one month and CCO Mortgage refused to refund the additional payment. My position is that they received money from me that was not owed to them. They have no right to the money and should return it.,punjab national bank,Bank account or service,Checking account,Deposits and withdrawals,Company chooses not to provide a public response,Maharashtra,Phone,03-26-2019,Closed with explanation,Yes,No,1797247,PUNE
11-20-2019,"I have filed a validation dispute with XXXX, Equifax and XXXX regarding Bankruptcies that are listed on my credit report. After filing a validation dispute requesting proof that this debt belonged to me, I received a letter in the mail stating that this debt was confirmed and is said to be my debt. I then contacted the Bankruptcy courts who then advised that they do NOT confirm any debts with the credit bureaus. I would like to know exactly who or how they verify debts for any individual, without proper documentations. I also requested a second validation and was told that I would need to provide additional proof to validate any information on my credit report. I would like this information removed from my credit report because the Bankruptcies were never verified and the credit bureaus are lying to the consumers.",ICICI bank,Bank account or service,Other bank product/service,Deposits and withdrawals,None,Gujarat,Web,11-22-2019,Closed with explanation,Yes,No,1319004,Gandhi nagar
8-25-2019,"Since XXXX 2016 when my VA Loan Modification was implemented and Approved First Continental /XXXX has n't updated my XXXX, XXXX and XXXX Credit report .My New VA Mortgage monthly payments of {$1700.00} is not been reported to all XXXX Credit Reporting Agencies .Why? 
I am respectfully making my VA Mortgage payments on time and I like to receive credit and my credit scores to be elevated.",IDBI Bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Bihar,Referral,08-26-2019,Closed with monetary relief,Yes,No,1429036,Patna
4-21-2019,"I paid my mortgage via the banks online payment system with the amount of XXXX got the confirmation number provided on XXXX XXXX. The payment was supposed to be withdrawn on XXXX XXXX. Somehow the bank cashed my check but it was never paid to the mortgage Co. I contacted M & T bank regarding this issue and they said will investigate and give me my refund. I had to pay the mortgage company a second payment via telephone. 
They kept on charging me overdraft fees for NSF. Actually the funds were never returned and everything fell apart. In XXXX 2015, they refunded my money but they flatly refused to refund my overdraft charges. I just want to know why did it take so long to refund my money. They refused to answer my questions and refund my overdraft charges ( XXXX x XXXX )",State bank of india,Bank account or service,Checking account,Using a debit or ATM card,None,Bihar,Web,04-21-2019,Closed with monetary relief,Yes,Yes,1693162,Patna
1-29-2019,I 've had several instances. The first one was when I made a payment and navient decided to allocate funds from one of my loans on the other leaving me short on one of my loans causing me to get a late fee and a hassle to get them to fix it on there end. And I 've also experienced many times when they 've taken a smaller amount of funds for my loans leaving me with late fees. And because of these late withdrawals and leaving me short they 've increased my interest rates.,HDFC bank,Bank account or service,Savings account,"Making/receiving payments, sending money",None,Tamil Nadu,Web,01-29-2019,Closed with monetary relief,Yes,No,218950,Chennai
7-20-2019,"I 've mailed out disputes to all  XXXX  credit bureaus on  XXXX   XXXX ,    2017  regarding a collection account from Central States Recovery for {$350.00} and they have fail to comply with sending me the verifiable validated physical proof I requested as I exercised my right of the FCR A # 811 and FDCPA # 809.",karur Vyasa bank,Bank account or service,Other bank product/service,Deposits and withdrawals,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Kashmir,Phone,07-21-2019,Closed with monetary relief,Yes,No,2423122,Kashmir
4-28-2019,"I recently checked my credit profile and discovered that "" AD Astra recovery Services, Inc '', had put a negative trademark on my credit profile for over {$300.00}. I then sent a letter for verification to this collection company requesting verification of this debt. On XXXX XXXX, 2015 I received a letter containing a loan agreement with just a signature in my name. After further review I seen nothing in this agreement other than someone writing my name on a piece of paper. I did some investigation and found that a person whom get this type of loan must fill out an application and submit a blank check from their bank. Neither of this type of validation was submited by this collection agency. A fraud alert was put on my credit profiles sometime ago. I am requesting assistance in getting to the bottom of this fraud and attempt by this collection company to violate the law.",Syndicate bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Andra pradesh,Referral,04-28-2019,Closed with explanation,Yes,Yes,109639,Guntur
5-21-2019,"I have been a victim of identity theft and tried correcting my information with the credit bureaus. They told me to get a notarized affidavit, send them my driver license and social card ; which I did. I have been dealing with them for the last year and it gets so frustrating how I get denied for everything I apply for even though I am a very responsible person. As a matter of fact, I have kept all of my correspondence with them as proof that I have sent everything that they asked from me. I called several times as well. I have had notarized my affidavits and police report twice already but up to now, the accounts are still on my report which is barring me from having a decent credit score.",Yes bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Maharashtra,Referral,05-22-2019,Closed with monetary relief,Yes,No,234796,Mumbai
7-26-2019,"Date of account is being reported falsely. The original debt dispute was never communicated with original creditor due to address changes and when I finally heard from anyone, it was already sold to a debt collection agency. The original debt was from XX/XX/2014 and although I offered to pay it in full if they removed it from my report, they refused to remove it. I then recently noticed that they keep changing the reported date, effectively keeping it perpetually active on my credit report which I know is illegal.",Union bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Goa,Postal mail,07-27-2019,Closed with explanation,Yes,No,738322,Panaji
4-28-2019,"I originally got this loan from the XXXX XXXX of Florida, in XXXX, Florida. It was originally serviced by XXXX XXXX. I had no problem with XXXX XXXX up until they joined/split/sold my loan to Navient. Who then said that I had to renegotiate my payment plan, and that I could n't simply continue paying what I was paying XXXX XXXX. At that time I could n't pay what they were asking me to pay, so there was literally nothing I could do to make them happy. I have continued to speak to them since the beginning of this year to try to set up a new payment plan and every time I try they always come up with some astronomical payment that I simply can not pay for. They say that it 's because my dad is my cosigner and that he should be able to pay for it if I ca n't. Most recently they have told me that I am so far past due that they can no longer set up a new payment plan for me because I 'm already getting "" the lowest rate possible '' and if they were to change anything else on my loan that it would actually make the payment more, which totally makes sense, right?! I even point blank asked them, what makes them think that if I ca n't pay the lower {$100.00} per month payment, that I could POSSIBLY pay the actual monthly payment they want which is over {$160.00} per month?! It 's just NOT POSSIBLE! However, they continue to say that it is, even though in doing so would leave both my AND my father with just bout {$5.00} per week of spending money. Every time I call them I either get hung up on, transferred so many times that I have to give up, or am basically treated like some second class citizen and they are extremely rude to me just about every single time I speak to them. I literally do n't know what else to do. They have ruined my credit so I ca n't get another loan to pay them off with, I ca n't get another credit card for the same reason, and I just do not know what my other options are! I 've told them several times that I can pay the lower monthly payment, which would be {$100.00} or less per month, which by the way is STILL {$20.00} MORE than I am paying the government for XXXX other federal loans that I am paying on! They still will not accept my {$100.00} per month! They refuse, saying they can not help me! That is obvious that they ca n't help me! They can obviously only help THEMSELVES to MY paycheck!",Bank Of baroda,Bank account or service,Other bank product/service,"Account opening, closing, or management",None,Tamil Nadu,Fax,04-30-2019,Closed with monetary relief,Yes,No,1344050,Madurai
7-26-2019,"I paid off a debt I had to a college I attended, At the same time, I paid it off, I received a statement from a collection agency named Enterprise Recover Systems, XXXX, Illinois, that there was a current amount due. I explained that I paid it directly to the school and might have missed their correspondence, since I had just moved. They confirmed with the school and told me I was paid in full. I recently checked my credit report and notice I have them listed on my report and I called to discuss the matter. They claim that there is still a balance that is unpaid, I had asked them why did n't they send me any correspondence about a balance due. Instead they reported it and now it it listed on my credit report. She told me they do n't operate that way. How is it that I was professional enough to call them and address their XXXX letter and they are not professional enough to call me or send me a letter regarding a past due amount? Of which I already paid?",Fino payment bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Maharashtra,Postal mail,07-28-2019,Closed with explanation,Yes,Yes,1070539,Pune
5-21-2019,"Citibank continues to make calls to my home concerning a debt for XXXX XXXX. We have told told them onXX/XX/2015, XX/XX/2015 XX/XX/2015, a total of 21 calls, speaking to a XXXX and XXXX this is not our debt",Federal bank,Bank account or service,Other bank product/service,Problems caused by my funds being low,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Bihar,Referral,05-23-2019,Closed with monetary relief,Yes,No,2422726,patna
7-29-2019,"I was shocked when I reviewed my credit report and found several late payments on my student loans with the dates below : 120 days past due as of XX/XX/2014 90 days past due as of XX/XX/2014 60 days past due as of XX/XX/2014 I am not sure how this happened, I believe that I had made my payments to you when I received my statements. My only thought is that this was supposed to be in deferment and it did not get processed correctly or the payments I sent in were not registered.",South Indian bank,Bank account or service,(CD) Certificate of deposit,"Account opening, closing, or management",None,Assam,Web,07-30-2019,Closed with explanation,Yes,No,451571,dispur
4-17-2019,"I did n't know I owed University XXXX XXXX money. Once I realized that I owed their company money I made the effort to pay them off and was forwarded to Asset Recovery Solutions which is who University XXXX XXXX goes through for debt collections. I made an agreement with an Asset Recovery Solutions Representative where I could get my debt deleted form my credit report in writing after I completed my payments successfully. I met the terms of our agreement successfully, but has not received the later we agreed upon. 

Instead I have been told Asset Recovery Solutions does not have my Social Security number or access to my name on file, and to contact University XXXX XXXX. I contacted University XXXX XXXX. I got a letter that said the debt was paid in full, but the letter said nothing about deleting my paid off debt from my credit report. Which is lying/manipulating me from the original agreement. 

I even called University XXXX XXXX to talk to someone about this. I keep being told to contact Asset Recovery Solutions or I get transferred to department after department after department. I was told XXXX day the department who can help me does n't want to take my call. I was even give a fake number of XXXX on XXXX XXXX at XXXX. 

This is turning into a total nightmare! People want to take my tuition and scam me when I have done my part on a simple agreement!",IndusIand Bank,Bank account or service,Savings account,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Maharashtra,Referral,04-19-2019,Closed with explanation,Yes,No,2417003,Pune
7-26-2019,"I recently received notice from a law firm, XXXX XXXX XXXX stating that a lawsuit was filed against me by Capital Alliance Financial LLC. Capital Alliance is first attempting to collect on a debt that was discharged in court because they failed to appear in court after I objected to the accused charges. Some time has passed and the debt that is claimed that I owe is now time barred. The statute of limitation to collect debt in Michigan is 6 years. I find it unreasonable for me to have to take off from work to file a counter suit against this collection agency when they are knowingly breaking the rules established by the FDCPA.",Nagpur nagarik bank,Bank account or service,Checking account,Problems caused by my funds being low,None,Andhra Pradesh,Referral,07-26-2019,Closed without relief,Yes,No,39711,Vijaywada
7-29-2019,"I, XXXX XXXX, have been trying to Modify my XXXX mortgage Thru Chase for the past XXXX years. They take a long time and we keep providing all the information that they require in a timely manner. I keep being told that its under review and then I am told to resubmit everything all over again because the file is too old again. I keep getting the run around and not the help I need. I have been having financial troubles XXXX and a severe reduction in work and pay. However, I feel that I can save our families home with a Modification.",Saraswat bank,Bank account or service,Other bank product/service,"Account opening, closing, or management",Company has responded to the consumer and the CFPB and chooses not to provide a public response,Rajasthan,Referral,07-30-2019,Closed with explanation,Yes,Yes,2260557,Jaipur
3-23-2019,"Transunion is currently reporting XXXX closed XXXX loans with a current status XXXX 120 days past due date XXXX when the accounts were PAID/CLOSED in XXXX 2014. 

also these accounts were never late they were always in the deferred status with no payment due but they are reporting them as 120 days past due XXXX # XXXX {$17000.00} XXXX # XXXX {$19000.00}",Axis bank LTD,Bank account or service,Checking account,"Account opening, closing, or management",Company believes it acted appropriately as authorized by contract or law,Bihar,Referral,03-24-2019,Closed with monetary relief,Yes,No,2412103,Patna
2-28-2019,"I decided to try XXXX services for my wife and I so I purchased phones for both of us. After a day or two of trial we felt unsatisfied so we headed back to the store and we returned all items. We got charged with restocking fees and taxes. Later on I got a bill in the mail in which I was being charged {$1200.00} for the returned items. After several attempts of arguing for about XXXX months about whether I owed XXXX or not I was dismissed of such charges, but a month after I was charged by a collecting company called ERC for {$61.00}. I asked them to explain such charges weather if they were fees or taxes and they we unable to disclose information. Therefore, I asked them to send me a bill in the mail with details about the charges, as well as a dispute package and they told me they would send me a bill. About the dispute part, they said that I needed to call XXXX to discuss the charges with them but XXXX said that I had to discuss this with the collecting company. I never received a detailed statement neither a chanse to defend my self about such charges, I checked my credit score and found a red flag in it because of this. 

I am now hoping you may help me with this case. 

Thanks :",Paytm payments bank,Bank account or service,Checking account,Using a debit or ATM card,None,Uttar Pradesh,Web,03-02-2019,Closed with explanation,Yes,No,419926,Allahabad
7-14-2019,"I strongly suspect that Vital Recovery Services sold my "" debt '' after I informed them that no one at my phone number had any overdue debts and that their calls had to stop. Subsequently, XXXX XXXX started years of harassing phone calls to my number.",punjab national bank,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",None,Maharashtra,Referral,07-16-2019,Closed with explanation,Yes,Yes,127242,Pune
6-15-2019,"CareCredit/Synchrony Bank has placed an excessive incorrect monthly interest charge on my account and will not respond to my letters, calls, or emails.",ICICI bank,Bank account or service,Checking account,Deposits and withdrawals,None,Uttar Pradesh,Phone,06-16-2019,Closed without relief,Yes,No,37352,Lucknow
8-15-2019,"Hello, I have been in communication with Credit Service company Via certified mail regarding XXXX collection accounts. I have requested validation from Credit service company, and in response they have sent me a statement for both accounts. I have absolutely no knowledge of the following company's:1- XXXX od XXXX2- XXXX. 

I have explained this to Credit services Company In which they refuse to investigate. I have contacted the credit bureaus in return thay have stated Credit services company has validated the debts. I attempted to contact both XXXX XXXX and XXXX which referred me back to Credit Services Company. I have been in dispute with Credit Services COmpany for months with no response, Now they keep demanding money to these debts that I have no knowledge of.",IDBI Bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Tamil Nadu,Referral,08-17-2019,Closed with explanation,Yes,No,1083968,Madurai
6-20-2019,OUR MORGAGE WAS SOLD TO DITECH AND SINCE WE HAVE HAD NOTHING BUT ISSUES. WE CONTINUALLY HAVE TO CALL THEM ABOUT OUR ESCROW ACCOUNT THAT WE NEVER HAVE SET UP. WE PAY OUR OWN TAXES AND INSURANCE. WE WILL MAKE THE REGULAR PAYMENY  ONE  MONTH AND THE NEXT IT HAS JUMPED TO OVER 300 $ MORE. THEY SAY ITS A INCREASE ON OUR ESCROW. WE HAVE SENT PROOF TO THIS COMPANY TWICE WITH A STATEMANT FROM OUR INSURANCE AGENT. THAT RESULTED IN THEM PAYING OUR INSURANCE. OUR INSURANCE AGENT CONTACTED DITECH ON THE MISTAKE AND SENT PROOF AGAIN OF PERSONAL PAYMENT. OUR INSURANCE COMPANY SENT THE PAYMENT BACK. THE MONTH OF  XXXX  WAS CORRECT BUT THE MONTH OF  XXXX  AND  XXXX  IS NOT. THIS IS AFFECTING OUR CREDIT. WE ARE TRYING TO GET OUT OF THIS LOAN WITH THIS COMPANY AND OUR PAYMENT HISTORY WITH DITECH IS THE REASON WE CAN NOT. I WILL NOT PAY THEM MONEY I DO NOT OWE JUST TO SAVE MY CREDIT. THEY ARE AT FAULT AND IM NOT SO SURE THEY WILL REFUND ME IF I DO OVER  PAY.THIS  PROBLEM HAS BEEN GOING ON SINCE  XXXX    XXXX  . THEY FIX IT AND IT REVERTS BACK AND WE HAVE TO FIGHT THEM TO CHANGE IT.,State bank of india,Bank account or service,Other bank product/service,"Making/receiving payments, sending money",Company believes it acted appropriately as authorized by contract or law,Uttar Pradesh,Web,06-20-2019,Closed with explanation,Yes,No,1712123,Allahabad
9-26-2019,"I did not receive corresponding documentation pertaining to what i owe or why I owe. Please provide the EOB date of services, medical bill charges, what was covered, how much money the insurer considers to be reasonable and customary, the amount that went towards your deductible, copay and how much money you might be responsible for. I have NEVER received any phone calls, emails, letters ( certified or regular ). I have XXXX people in the city of XXXX as well as XXXX, Texas with my name. I have continued to receive phone calls pertaining to him. I am not him. I am a XXXX.",HDFC bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Kashmir,Web,09-26-2019,Closed with monetary relief,Yes,No,648375,Kashmir
8-15-2019,"I have a vehicle loan through BBVA Compass Bank. We sold that vehicle to a private party XXXX XXXX, 2015. The purchaser obtained their Loan through XXXX XXXX out of XXXX, Mo. XXXX XXXX sent a cashiers check ( XXXX/XXXX/15 ) overnight for the remainder of my loan to pay off this vehicle. Compass Bank received the check XXXX/XXXX/2015 at XXXX per the tracking number obtained by XXXX XXXX. Compass Bank is unable to locate the check, thus my loan account has not been closed and is accruing interest and coming due for another payment, although I have not had the vehicle in over one month. 
I have contacted Compass Bank XXXX times regarding this missing payment. I continue to have no answers. I have contacted XXXX XXXX XXXX times, who have no concern about the loan payoff, nor the loan they opened for the purchaser. One person for XXXX XXXX informed me XX/XX/XXXX that the cashiers check had not cleared. XXXX XXXX is now refusing to inform me over the phone if the check has cleared or not. Compass Bank is requesting that XXXX XXXX either provide them with proof that the check cleared or place a stop on the check ( which XXXX XXXX stated will require XXXX days ) and reissue the check again. XXXX XXXX has not been in contact with Compass and has not returned my recent calls. I have spent hours on the phone to these companies to no avail. I am stuck and unable to get either party to look into their loans. I continue to be put off by compass with them closing requests to look into it and the research team not doing so. My concern is that my account will continue to gain interest and will require that I make a payment on the account when I have not had possession of the vehicle in over XXXX days, thus affecting my credit. I have a bill of sale and copy of the original misplaced cashiers check. The purchaser is paying on a loan that had not been cleared, and is unable to Register her vehicle as they do not have the title. At this point, I am unable to assist any further in this matter.",karur Vyasa bank,Bank account or service,Checking account,"Account opening, closing, or management",None,Haryana,Phone,08-15-2019,Closed with explanation,Yes,No,1291862,Gurugram
6-15-2019,Capital One is threatening a lawsuit if I miss another payment on my card ending in XXXX. I 've told them repeatedly that the charges making up the balance ARE NOT MINE!!!!!! I will NOT pay this balance!!! Let them waste their money on a lawsuit. I 'm still not paying for these charges as they ARE NOT MINE!!!,Syndicate bank,Bank account or service,Checking account,Using a debit or ATM card,None,Bihar,Web,06-17-2019,Closed with explanation,Yes,Yes,909605,Patna
7-14-2019,"XXXX XXXX sued us twice by XXXX different collection agencies on the same alleged debt that had been paid in full several years before. We were served the first suit ( the subject of this complaint ) in XXXX 2015. It was dismissed. Six weeks later, we were served another suit by a different collection agency ( see cfpb complaints # XXXX against the second collection agency and # XXXX against XXXX XXXX ).",Yes bank,Bank account or service,Checking account,Deposits and withdrawals,None,Tamil Nadu,Web,07-14-2019,Closed with explanation,Yes,No,722229,Madurai
9-24-2019,"Someone hacked my kohls.com profile and made a purchase as if they were me. I reported fraud to kohls. It took them a month to finally take it off my bill. But until they took it off, my balance remained passed due and went into collections for a purchase I did not make. My credit report dropped because of this fraud.",Union bank,Bank account or service,Checking account,Deposits and withdrawals,None,Goa,Web,09-25-2019,Closed with explanation,Yes,No,644565,Panaji
6-20-2019,"In XXXX XXXX, I returned a vehicle I had been leasing since XXXX and purchased a XXXX Pontiac G8GT. From XXXX XXXX - XXXX XXXX I made my monthly payments of {$500.00}. I believe there was XXXX instance that my payment was late but stilling paying within that month. When I purchased the vehicle, I elected to buy a new car warranty as well as Gap insurance. In XXXX XXXX my vehicle was parked outside my home and was rear ended by a XXXX high school girl distracted at the wheel. My vehicle sustained over {$17000.00} in damage and was deemed a total loss. At the time of the accident I carried full coverage insurance through XXXX and also carried Gap insurance coverage. My insurance company paid over {$21000.00} towards the vehicle because the girl at fault was uninsured. The remaining balance of approximately {$850.00} should have been covered by the Gap insurance I paid for monthly. After all deductions made and refunds calculated Ally sent me a statement advising me that I owed the above balance. How is that possible? The entire reason I purchased Gap insurance was to cover additional costs not covered by my personal insurance company. I disputed this with Ally for several months. Ultimately, fighting a losing battle I paid Ally The REMAINING balance they claimed I owed. At which point, ALLY proceeded to report my account as a charge off. Which negatively affected my credit rating.",Bank Of baroda,Bank account or service,Checking account,"Account opening, closing, or management",None,Uttar Pradesh,Web,06-21-2019,Closed with explanation,Yes,No,904469,Allahabad
3-27-2019,"On XX/XX/2017, I sent Early Warning a procedural request letter, citing FCRA section 611. I sent this request letter via Early Warning 's Consumer Services online portal. I have confirmation that Early Warning Consumer Services employee XXXX viewed and downloaded my letter on XX/XX/2017. 

Per FCRA section 611 ( 6 ) ( B ) ( iii ), Early Warning should have responded to my letter, no later than 15 days after receiving my request. I did not receive a response from Early Warning pertaining to my request letter dated XX/XX/2017.",Fino payment bank,Bank account or service,Checking account,Problems caused by my funds being low,Company has responded to the consumer and the CFPB and chooses not to provide a public response,Karnataka,Referral,03-27-2019,Closed with monetary relief,Yes,No,2133312,Mangalore
8-15-2019,"To Whomever it may concern, I lost my home to foreclosure in 2006, prior to that I attempted to file for bankruptcy in order to save my home but it failed. During that time all of my bills were in limbo.Once everything fell thru I was contacted by I believe at the time XXXX XXXX XXXX XXXX and then Pressler and Pressler stating that they had purchased a debt from XXXX for a XXXX telephone bill of {$120.00} to which they state is now well over {$800.00} in which I 'm not even sure is mine. As the years have gone on I finally said lets be done with them and just pay it. I set up a payment arrangement with them and after my second payment, they placed a levy/hold on my bank account without notice and proceeded to try and take my money in which the court returned to me. I have been living in fear of them for over 10 years. They have harassed, threatened me and any family members that they could get a hold of. I 've moved and I feel like I 'm in hiding over such a trivial matter but it 's just the response to the fear that I have of them. They are by far the most ruthless and unethical law firm that I have ever come across or know of. I just want to be able to get a bank account with confidence without worry about whether or not they will find a court or judge to sign off on a judgement without knowing all the facts and proof that it 's a debt that I owe. And above all else without proper notification to me. Please help. I 'm not sure what to do.",Federal bank,Bank account or service,Checking account,Problems caused by my funds being low,None,Bihar,Web,08-16-2019,Closed with explanation,Yes,No,213371,Patna
9-24-2019,"Navient WILL NOT RELEASE MY CO-SIGNER AND I 'M AT MY WITS END!!! I had a loan with XXXX XXXX, which in turn was sold to Navient. I was issued my consolidated loan XX/XX/XXXX with my ex-husband as my co-signer, since I was unemployed at the time. 

During our divorce filings in XX/XX/XXXX, I applied to have him removed as a co-signer. The request was denied although I was never made aware of the lender 's decision. Last winter, my ex-husband put his house on the market and realized he was still accountable as a co-signer for my loan which seemed to affect his credit. I immediately filed to have him removed again only to find out that I was ineligible due to the fact that I was n't meeting all the criterias, specifically not having missed a payment within a 12 month period. Until XX/XX/XXXX, I had never missed a payment ( the result of me transferring my auto-debit to a newly formed bank account and having it not go through properly, a simple glitch if you will ). I fixed the issue within 10 days. It 's been almost a year and have been waiting until next month to finally file to have my ex-husband removed again as my co-signer. 

This outcome will not be possible. For some reason, although I had schedule my XX/XX/XXXX payment on XX/XX/XXXX ( something I do every month ) Navient decided to change my due date to XX/XX/XXXX resulting in me somehow "" missing my payment '' therefore adding a {$15.00} fee and of course, now nulling my soon-to-be co-signer release eligibility status. I ca n't understand WHY they would say I 'm late for a payment when the balance should technically carry over, even if one changes the date with a few days. I 'll be blunt, it seems a little too coincidental that at this specific time, I 'm all of a sudden deemed "" late for a payment ''. I suspect foul play to be honest. 

In the past year I have called the customer service many, many times and BEGGED them to consider my track record, even applied online many more times since, but their call center in XXXX insists "" there is nothing they can do since I do n't meet all the requirements ''. Period. The lack of flexibilty is infuriating, especially since I would pay over my minimum for so many years. Especially since I 'm no longer married to my co-signer. I 'm under tremendous pressure from my ex-husband for his release and I am more than capable of paying for myself with my income. I mean, I have impeccable credit ( last I checked it was XXXX ), I have a mortgage that I own all by myself and I ca n't imagine still needing a co-signer. 

I am so very tired of feeling taken advantage of and having very little interpersonal contact with this institution which frankly leaves very little room for customers to be given any fiduciary courtesies. I 'm being told, "" why not refinance with someone else? '' Because I refuse to have another institution make me pay XXXX in interest when I already have paid tens of thousands in interest to Navient/XXXX XXXX already. It 's a very stressful situation that makes me feel helpless and without recourse. I desperately need your help as I 'm being threatened by my ex-husband of legal action if he 's not being removed as soon as possible. A consequence Navient really could n't care less about. Nonetheless, something I feel should have been resolved back in XX/XX/XXXX/XX/XX/XXXX when I first applied to have him removed and have fought for ever since. Please help me, I 'm so tired and dont want to further myself in debt just to release a co-signer.",South Indian bank,Bank account or service,Savings account,"Account opening, closing, or management",None,Uttar Pradesh,Web,09-25-2019,Closed with monetary relief,Yes,No,1027697,Lucknow
